text,sentiment
terrific im a music lover whatever i choose related to music i will go for the best i have gone through research on various headphones but im stuck at boat rockers 510 which has the best stylish look and great sound system with deep bassabove i have mentioned that this is the best headphones yes this is the best headphones at this price range if anyone wants to buy headphones i will refer boat rockers 510 and after buying this u will also do the samebuy this and enjoy best sounds,2
hated it! after 6 days of using now the charger is not working,0
"Missed Justin on SNL! AGHHH! Just when I started to love him again, yes it`s one of those weeks.",1
 anytime from now on lol. i`m just reading and stuffs,1
fair ok,1
wants Friday to come quick! I want my beauty sleep and shopping...,1
very poor bakwas very very bad the size was so small and shown in the pic so big,0
worth every penny worth d pricevery unique and within budget,2
Baltimore beat the Yankees  ,1
absolute rubbish! average,1
worst experience ever! small clock,1
nice product good one,2
_  me too!,1
simply awesome very nice,2
excellent very good,2
terrific i looked amazing,2
the dates of the hockey games were confused they`re next week,0
good choice qulati is not good oky typs,1
worth every penny noise free operationpure sin wave,0
I know I`m already a week behind on FF. Will TRY to get one done today! Called into work 2hrs early due to problems so will be a busy day,0
wonderful good product,2
worthless watch is really very bad touch is not working quality was also worst,0
not recommended at all very poor build quality dont buy it if u want for family,0
waste of money! very bad quality,0
absolute rubbish! worst the product doesnt work at all i need refund or replacment,0
value-for-money superb,2
good ok,1
terrific purchase great productwashing dishes properly and no stains on themtime and energy saving,2
decent product okay,1
does the job avarage,1
classy product product is not wellwaste of money,1
 Really! No even a little bit of #pane,1
 i could really fancy a nap right now but i am at work at 7am and i feel that if i nap now i am wasting my evening,1
nice you can buy it for normal swimming but not for river swimming etc,1
My mouth hurts. Wish I could cut my head off,0
waste of money! bad product,0
morning everyone! another dat of school,1
Big Sam Houston is not big enough to overcome the challanges of moving-car-iphone photography  http://yfrog.com/0xhu5j,0
biggest mistake of my life! very high cost compared to other online platform,1
utterly disappointed not good product this is not carpet it is bed sheets,0
" nope, would be no music",1
classy product thanks to flipcart,2
 Ahhh so Jealous!  Have a nice time and I`ll see you when you get back x,1
I used to have a remote for my tv.,1
waste of money! worst experience,0
last day working for Tend,1
excellent nice mobile,2
worthless very bad,0
 http://twitpic.com/4j6kc - man i love your shelves! way to go diy diva!,2
value-for-money nc product,2
great product cool,2
excellent best,2
terrible product very very waste this item im using this product after 7 months this product is suddenly not working this product any one did not buying this product,0
not good all is okay but soldering machine is worst is blast and not working,0
classy product thanks for flipkart,2
simply awesome excellent,2
perfect product! superb best in segment,2
bad quality suction power is too low,0
not specified ok ok,1
expected a better product bast oil,1
excellent good,2
if i ran the mile to mcdonalds and ran the mile back would that burn off a double sausage and egg mcmuffin lol,1
moderate very light n thin does not increase range a bit,0
"ooh_Bell whatchu goin as? Monsterpalooza`s this weekend for us.  on the no Ink, i won`t be a stressed contestant this year! Miss U X0",1
My head`s THUMPING.,0
awesome iam using it daily and worth the price its a good deal,2
brilliant good,2
hmmmm.... i wonder how she my number @-),1
not specified good,2
fabulous! what would you need in this amount best product at this price range,2
" Nah... to be honest, I`m not a `drinker` as such....  would rather have a protein shake and go for a run LOL",1
2moro is the end of my stay  to bad shes in NY Then off 2Ft Laud 4a weddin Florida is fun but i miss Home and Spike(car) lol,1
super! very goid,2
terrible product most worst item i have ever brought from flipkart very disappointing flipkart,0
perfect product! nice products,2
_daarling haha yah it`s walking distance from my house  Mission Tiki Drive-In haha every summer we go like every weekend,1
at the taste a addison w/ her fav. ppl,1
brilliant nice product,2
simply awesome perfect fitting and comfortable i recommend it,2
pretty good screen mirroring not getting,0
useless product the prise is very high,0
not recommended at all waste my money,0
 Haha! Sometimes mobiles makes us slaves ... but it has its own advantages too!,1
waste of money! bad quality,0
useless product the fan makes tak tak noise it starts with a loud noise as if we start a tractor i bought two fans and both started doing this after 5days worst ever experience because we have our house warming and it wont be repaired quickly,0
just went to the dentist my mouth hurts and I can`t eat until 8,0
 do you remember my spok-5?,1
best in the market! nice quality,2
It`s hella itchy!  http://twitpic.com/66m7f,0
_X sorry about that.,0
terrific purchase good,2
7.53.  7 minutes till 8. This is not my best day.  I`m late for class again.,0
Have to go to my old house and finish moving.,1
terrible product dont buy this camera it does not support all external flashes this camera only support ttl,0
